barcode	gene_id	normalized_count
TCGA-A6-5659-01A-01R-1653-07	EIF2B5|8893	1218.5915
TCGA-A6-5659-01A-01R-1653-07	EIF2C1|26523	560.9525
TCGA-A6-5659-01A-01R-1653-07	EIF2C2|27161	282.8189
TCGA-A6-5659-01A-01R-1653-07	EIF2C3|192669	111.5942
TCGA-A6-5659-01A-01R-1653-07	EIF2C4|192670	304.5414
TCGA-A6-5659-01A-01R-1653-07	EIF2S1|1965	2028.2883
TCGA-A6-5659-01A-01R-1653-07	EIF2S2|8894	4157.0965
TCGA-A6-5659-01A-01R-1653-07	EIF2S3|1968	10314.3698
TCGA-A6-5659-01A-01R-1653-07	EIF3A|8661	6327.6461
TCGA-A6-5659-01A-01R-1653-07	EIF3B|8662	9257.6324
TCGA-A6-5659-01A-01R-1653-07	EIF3CL|728689	11849.318
TCGA-A6-5659-01A-01R-1653-07	EIF3C|8663	141.9461
TCGA-A6-5659-01A-01R-1653-07	EIF3D|8664	5269.205
TCGA-A6-5659-01A-01R-1653-07	EIF3E|3646	8398.9535
TCGA-A6-5659-01A-01R-1653-07	EIF3F|8665	3007.506
TCGA-A6-5659-01A-01R-1653-07	EIF3G|8666	2645.8769
TCGA-A6-5659-01A-01R-1653-07	EIF3H|8667	5230.0193
TCGA-A6-5659-01A-01R-1653-07	EIF3IP1|442720	3.4075
TCGA-A6-5659-01A-01R-1653-07	EIF3I|8668	5638.931
TCGA-A6-5659-01A-01R-1653-07	EIF3J|8669	1681.5796
TCGA-A6-5659-01A-01R-1653-07	EIF3K|27335	4028.0391
TCGA-A6-5659-01A-01R-1653-07	EIF3L|51386	6279.5158
TCGA-A6-5659-01A-01R-1653-07	EIF3M|10480	3769.8221
TCGA-A6-5659-01A-01R-1653-07	EIF4A1|1973	9511.0705
TCGA-A6-5659-01A-01R-1653-07	EIF4A2|1974	6657.3175
TCGA-A6-5659-01A-01R-1653-07	EIF4A3|9775	2498.5172
TCGA-A6-5659-01A-01R-1653-07	EIF4B|1975	7420.4982
TCGA-A6-5659-01A-01R-1653-07	EIF4E1B|253314	0
TCGA-A6-5659-01A-01R-1653-07	EIF4E2|9470	1517.5958
TCGA-A6-5659-01A-01R-1653-07	EIF4E3|317649	458.3029
TCGA-A6-5659-01A-01R-1653-07	EIF4EBP1|1978	733.8809
TCGA-A6-5659-01A-01R-1653-07	EIF4EBP2|1979	4209.4861
TCGA-A6-5659-01A-01R-1653-07	EIF4EBP3|8637	277.0688
TCGA-A6-5659-01A-01R-1653-07	EIF4ENIF1|56478	547.7486
TCGA-A6-5659-01A-01R-1653-07	EIF4E|1977	1262.8884
TCGA-A6-5659-01A-01R-1653-07	EIF4G1|1981	9925.4938
TCGA-A6-5659-01A-01R-1653-07	EIF4G2|1982	20675.5921
TCGA-A6-5659-01A-01R-1653-07	EIF4G3|8672	2030.8439
TCGA-A6-5659-01A-01R-1653-07	EIF4H|7458	8375.9532
TCGA-A6-5659-01A-01R-1653-07	EIF5A2|56648	242.7813
TCGA-A6-5659-01A-01R-1653-07	EIF5AL1|143244	1721.1913
TCGA-A6-5659-01A-01R-1653-07	EIF5A|1984	6362.1466
TCGA-A6-5659-01A-01R-1653-07	EIF5B|9669	4667.789
TCGA-A6-5659-01A-01R-1653-07	EIF5|1983	5002.9975
TCGA-A6-5659-01A-01R-1653-07	EIF6|3692	6647.947
TCGA-A6-5659-01A-01R-1653-07	ELAC1|55520	92.6104
TCGA-A6-5659-01A-01R-1653-07	ELAC2|60528	1296.5371
TCGA-A6-5659-01A-01R-1653-07	ELANE|1991	0
TCGA-A6-5659-01A-01R-1653-07	ELAVL1|1994	2237.4209
TCGA-A6-5659-01A-01R-1653-07	ELAVL2|1993	1.2778
TCGA-A6-5659-01A-01R-1653-07	ELAVL3|1995	.4259
TCGA-A6-5659-01A-01R-1653-07	ELAVL4|1996	2.5556
TCGA-A6-5659-01A-01R-1653-07	ELF1|1997	2990.8946
TCGA-A6-5659-01A-01R-1653-07	ELF2|1998	763.2702
TCGA-A6-5659-01A-01R-1653-07	ELF3|1999	10715.1718
TCGA-A6-5659-01A-01R-1653-07	ELF4|2000	2474.2391
TCGA-A6-5659-01A-01R-1653-07	ELF5|2001	4.2593
TCGA-A6-5659-01A-01R-1653-07	ELFN1|392617	56.223
TCGA-A6-5659-01A-01R-1653-07	ELFN2|114794	10.6483
TCGA-A6-5659-01A-01R-1653-07	ELK1|2002	2141.1603
TCGA-A6-5659-01A-01R-1653-07	ELK3|2004	229.1514
TCGA-A6-5659-01A-01R-1653-07	ELK4|2005	100.094
TCGA-A6-5659-01A-01R-1653-07	ELL2|22936	371.4127
TCGA-A6-5659-01A-01R-1653-07	ELL3|80237	83.9001
TCGA-A6-5659-01A-01R-1653-07	ELL|8178	534.5447
TCGA-A6-5659-01A-01R-1653-07	ELMO1|9844	258.1148
TCGA-A6-5659-01A-01R-1653-07	ELMO2|63916	1232.2213
TCGA-A6-5659-01A-01R-1653-07	ELMO3|79767	844.6232
TCGA-A6-5659-01A-01R-1653-07	ELMOD1|55531	.8519
TCGA-A6-5659-01A-01R-1653-07	ELMOD2|255520	264.9297
TCGA-A6-5659-01A-01R-1653-07	ELMOD3|84173	244.059
TCGA-A6-5659-01A-01R-1653-07	ELN|2006	1093.7934
TCGA-A6-5659-01A-01R-1653-07	ELOF1|84337	758.5849
TCGA-A6-5659-01A-01R-1653-07	ELOVL1|64834	2254.8841
TCGA-A6-5659-01A-01R-1653-07	ELOVL2|54898	6.8149
TCGA-A6-5659-01A-01R-1653-07	ELOVL3|83401	.4259
TCGA-A6-5659-01A-01R-1653-07	ELOVL4|6785	8.9446
TCGA-A6-5659-01A-01R-1653-07	ELOVL5|60481	242.7813
TCGA-A6-5659-01A-01R-1653-07	ELOVL6|79071	629.1016
TCGA-A6-5659-01A-01R-1653-07	ELOVL7|79993	413.1541
TCGA-A6-5659-01A-01R-1653-07	ELP2P|100131454	5.1112
TCGA-A6-5659-01A-01R-1653-07	ELP2|55250	647.4167
TCGA-A6-5659-01A-01R-1653-07	ELP3|55140	391.4315
TCGA-A6-5659-01A-01R-1653-07	ELP4|26610	336.4863
TCGA-A6-5659-01A-01R-1653-07	ELSPBP1|64100	0
TCGA-A6-5659-01A-01R-1653-07	ELTD1|64123	221.0587
TCGA-A6-5659-01A-01R-1653-07	EMB|133418	503.8776
TCGA-A6-5659-01A-01R-1653-07	EMCN|51705	126.5018
TCGA-A6-5659-01A-01R-1653-07	EMD|2010	2927.0048
TCGA-A6-5659-01A-01R-1653-07	EME1|146956	69.8784
TCGA-A6-5659-01A-01R-1653-07	EME2|197342	8.5186
TCGA-A6-5659-01A-01R-1653-07	EMG1|10436	635.4906
TCGA-A6-5659-01A-01R-1653-07	EMID1|129080	107.7608
TCGA-A6-5659-01A-01R-1653-07	EMID2|136227	.8519
TCGA-A6-5659-01A-01R-1653-07	EMILIN1|11117	1364.2603
TCGA-A6-5659-01A-01R-1653-07	EMILIN2|84034	172.9284
TCGA-A6-5659-01A-01R-1653-07	EMILIN3|90187	7.9947
TCGA-A6-5659-01A-01R-1653-07	EML1|2009	129.4833
TCGA-A6-5659-01A-01R-1653-07	EML2|24139	988.0175
TCGA-A6-5659-01A-01R-1653-07	EML3|256364	476.6179
TCGA-A6-5659-01A-01R-1653-07	EML4|27436	3440.6789
TCGA-A6-5659-01A-01R-1653-07	EML5|161436	17.4632
TCGA-A6-5659-01A-01R-1653-07	EML6|400954	9.7964
TCGA-A6-5659-01A-01R-1653-07	EMP1|2012	1538.8924
TCGA-A6-5659-01A-01R-1653-07	EMP2|2013	2647.1675
TCGA-A6-5659-01A-01R-1653-07	EMP3|2014	204.4474
TCGA-A6-5659-01A-01R-1653-07	EMR1|2015	4.6853
TCGA-A6-5659-01A-01R-1653-07	EMR2|30817	123.5203
TCGA-A6-5659-01A-01R-1653-07	EMR3|84658	.8519
TCGA-A6-5659-01A-01R-1653-07	EMR4P|326342	.4259
TCGA-A6-5659-01A-01R-1653-07	EMX1|2016	4.2593
TCGA-A6-5659-01A-01R-1653-07	EMX2OS|196047	2.5556
TCGA-A6-5659-01A-01R-1653-07	EMX2|2018	.4259
TCGA-A6-5659-01A-01R-1653-07	EN1|2019	0
TCGA-A6-5659-01A-01R-1653-07	EN2|2020	172.5025
TCGA-A6-5659-01A-01R-1653-07	ENAH|55740	2375.4229
TCGA-A6-5659-01A-01R-1653-07	ENAM|10117	0
TCGA-A6-5659-01A-01R-1653-07	ENC1|8507	3140.4351
TCGA-A6-5659-01A-01R-1653-07	ENDOD1|23052	677.2319
TCGA-A6-5659-01A-01R-1653-07	ENDOG|2021	174.138
TCGA-A6-5659-01A-01R-1653-07	ENDOU|8909	.4259
TCGA-A6-5659-01A-01R-1653-07	ENGASE|64772	1258.2032
TCGA-A6-5659-01A-01R-1653-07	ENG|2022	1066.1078
TCGA-A6-5659-01A-01R-1653-07	ENHO|375704	6.389
TCGA-A6-5659-01A-01R-1653-07	ENKUR|219670	4.2593
TCGA-A6-5659-01A-01R-1653-07	ENO1|2023	30358.7306
TCGA-A6-5659-01A-01R-1653-07	ENO2|2026	305.3933
TCGA-A6-5659-01A-01R-1653-07	ENO3|2027	10.6483
TCGA-A6-5659-01A-01R-1653-07	ENOPH1|58478	1743.3398
TCGA-A6-5659-01A-01R-1653-07	ENOSF1|55556	278.9386
TCGA-A6-5659-01A-01R-1653-07	ENOX1|55068	31.9449
TCGA-A6-5659-01A-01R-1653-07	ENOX2|10495	1539.7442
TCGA-A6-5659-01A-01R-1653-07	ENPEP|2028	93.705
TCGA-A6-5659-01A-01R-1653-07	ENPP1|5167	216.3735
TCGA-A6-5659-01A-01R-1653-07	ENPP2|5168	234.6885
TCGA-A6-5659-01A-01R-1653-07	ENPP3|5169	1027.348
TCGA-A6-5659-01A-01R-1653-07	ENPP4|22875	777.7519
TCGA-A6-5659-01A-01R-1653-07	ENPP5|59084	192.5213
TCGA-A6-5659-01A-01R-1653-07	ENPP6|133121	2.5556
TCGA-A6-5659-01A-01R-1653-07	ENPP7|339221	1.2778
TCGA-A6-5659-01A-01R-1653-07	ENSA|2029	3586.3476
TCGA-A6-5659-01A-01R-1653-07	ENTHD1|150350	.4259
TCGA-A6-5659-01A-01R-1653-07	ENTPD1|953	769.6592
TCGA-A6-5659-01A-01R-1653-07	ENTPD2|954	287.5041
TCGA-A6-5659-01A-01R-1653-07	ENTPD3|956	3.8334
TCGA-A6-5659-01A-01R-1653-07	ENTPD4|9583	176.3359
TCGA-A6-5659-01A-01R-1653-07	ENTPD5|957	468.2271
TCGA-A6-5659-01A-01R-1653-07	ENTPD6|955	7291.5302
TCGA-A6-5659-01A-01R-1653-07	ENTPD7|57089	277.1667
TCGA-A6-5659-01A-01R-1653-07	ENTPD8|377841	14.9076
TCGA-A6-5659-01A-01R-1653-07	ENY2|56943	729.1956
TCGA-A6-5659-01A-01R-1653-07	EOMES|8320	4.2593
TCGA-A6-5659-01A-01R-1653-07	EP300|2033	2115.6043
TCGA-A6-5659-01A-01R-1653-07	EP400NL|347918	53.2415
TCGA-A6-5659-01A-01R-1653-07	EP400|57634	1272.2589
TCGA-A6-5659-01A-01R-1653-07	EPAS1|2034	1446.8911
TCGA-A6-5659-01A-01R-1653-07	EPB41L1|2036	1920.9534
TCGA-A6-5659-01A-01R-1653-07	EPB41L2|2037	7142.0281
TCGA-A6-5659-01A-01R-1653-07	EPB41L3|23136	89.8717
TCGA-A6-5659-01A-01R-1653-07	EPB41L4A|64097	42.5932
TCGA-A6-5659-01A-01R-1653-07	EPB41L4B|54566	2062.7888
TCGA-A6-5659-01A-01R-1653-07	EPB41L5|57669	443.8212
TCGA-A6-5659-01A-01R-1653-07	EPB41|2035	2141.4329
TCGA-A6-5659-01A-01R-1653-07	EPB42|2038	0
TCGA-A6-5659-01A-01R-1653-07	EPB49|2039	644.4351
TCGA-A6-5659-01A-01R-1653-07	EPC1|80314	445.9508
TCGA-A6-5659-01A-01R-1653-07	EPC2|26122	680.2134
TCGA-A6-5659-01A-01R-1653-07	EPCAM|4072	26333.673
TCGA-A6-5659-01A-01R-1653-07	EPDR1|54749	1581.4856
TCGA-A6-5659-01A-01R-1653-07	EPGN|255324	0
TCGA-A6-5659-01A-01R-1653-07	EPHA10|284656	185.2804
TCGA-A6-5659-01A-01R-1653-07	EPHA1|2041	740.2698
TCGA-A6-5659-01A-01R-1653-07	EPHA2|1969	1629.6159
TCGA-A6-5659-01A-01R-1653-07	EPHA3|2042	69.001
TCGA-A6-5659-01A-01R-1653-07	EPHA4|2043	46.8525
TCGA-A6-5659-01A-01R-1653-07	EPHA5|2044	4.2593
TCGA-A6-5659-01A-01R-1653-07	EPHA6|285220	2.1297
TCGA-A6-5659-01A-01R-1653-07	EPHA7|2045	14.9076
TCGA-A6-5659-01A-01R-1653-07	EPHA8|2046	0
TCGA-A6-5659-01A-01R-1653-07	EPHB1|2047	56.223
TCGA-A6-5659-01A-01R-1653-07	EPHB2|2048	5841.2317
TCGA-A6-5659-01A-01R-1653-07	EPHB3|2049	5673.8404
TCGA-A6-5659-01A-01R-1653-07	EPHB4|2050	5444.689
TCGA-A6-5659-01A-01R-1653-07	EPHB6|2051	16.6113
TCGA-A6-5659-01A-01R-1653-07	EPHX1|2052	790.1039
TCGA-A6-5659-01A-01R-1653-07	EPHX2|2053	375.672
TCGA-A6-5659-01A-01R-1653-07	EPHX3|79852	3.4075
TCGA-A6-5659-01A-01R-1653-07	EPHX4|253152	57.5008
TCGA-A6-5659-01A-01R-1653-07	EPM2AIP1|9852	573.7304
TCGA-A6-5659-01A-01R-1653-07	EPM2A|7957	122.2425
TCGA-A6-5659-01A-01R-1653-07	EPN1|29924	4861.1621
TCGA-A6-5659-01A-01R-1653-07	EPN2|22905	356.5051
TCGA-A6-5659-01A-01R-1653-07	EPN3|55040	169.5209
TCGA-A6-5659-01A-01R-1653-07	EPOR|2057	21.2966
TCGA-A6-5659-01A-01R-1653-07	EPO|2056	.8519
TCGA-A6-5659-01A-01R-1653-07	EPPK1|83481	492.8033
TCGA-A6-5659-01A-01R-1653-07	EPR1|8475	811.3025
TCGA-A6-5659-01A-01R-1653-07	EPRS|2058	3493.9204
TCGA-A6-5659-01A-01R-1653-07	EPS15L1|58513	629.5275
TCGA-A6-5659-01A-01R-1653-07	EPS15|2060	1200.2764
TCGA-A6-5659-01A-01R-1653-07	EPS8L1|54869	315.1897
TCGA-A6-5659-01A-01R-1653-07	EPS8L2|64787	1148.3127
TCGA-A6-5659-01A-01R-1653-07	EPS8L3|79574	2111.771
TCGA-A6-5659-01A-01R-1653-07	EPS8|2059	2167.1421
TCGA-A6-5659-01A-01R-1653-07	EPSTI1|94240	474.4883
TCGA-A6-5659-01A-01R-1653-07	EPT1|85465	1705.4148
TCGA-A6-5659-01A-01R-1653-07	EPX|8288	1.2778
TCGA-A6-5659-01A-01R-1653-07	EPYC|1833	4.6853
TCGA-A6-5659-01A-01R-1653-07	ERAL1|26284	1270.1293
TCGA-A6-5659-01A-01R-1653-07	ERAP1|51752	727.0191
TCGA-A6-5659-01A-01R-1653-07	ERAP2|64167	262.3741
TCGA-A6-5659-01A-01R-1653-07	ERAS|3266	.4259
TCGA-A6-5659-01A-01R-1653-07	ERBB2IP|55914	1253.9439
TCGA-A6-5659-01A-01R-1653-07	ERBB2|2064	3782.7023
TCGA-A6-5659-01A-01R-1653-07	ERBB3|2065	7931.2801
TCGA-A6-5659-01A-01R-1653-07	ERBB4|2066	1.2778
TCGA-A6-5659-01A-01R-1653-07	ERC1|23085	836.5305
TCGA-A6-5659-01A-01R-1653-07	ERC2|26059	.8519
TCGA-A6-5659-01A-01R-1653-07	ERCC1|2067	756.8812
TCGA-A6-5659-01A-01R-1653-07	ERCC2|2068	611.6384
TCGA-A6-5659-01A-01R-1653-07	ERCC3|2071	974.1065
TCGA-A6-5659-01A-01R-1653-07	ERCC4|2072	265.3556
TCGA-A6-5659-01A-01R-1653-07	ERCC5|2073	1305.3283
TCGA-A6-5659-01A-01R-1653-07	ERCC6L|54821	636.3424
TCGA-A6-5659-01A-01R-1653-07	ERCC6|2074	265.0575
TCGA-A6-5659-01A-01R-1653-07	ERCC8|1161	193.3731
TCGA-A6-5659-01A-01R-1653-07	EREG|2069	3542.0507
TCGA-A6-5659-01A-01R-1653-07	ERF|2077	1415.3721
TCGA-A6-5659-01A-01R-1653-07	ERGIC1|57222	3124.2114
TCGA-A6-5659-01A-01R-1653-07	ERGIC2|51290	607.3791
TCGA-A6-5659-01A-01R-1653-07	ERGIC3|51614	8393.8423
TCGA-A6-5659-01A-01R-1653-07	ERG|2078	110.3164
TCGA-A6-5659-01A-01R-1653-07	ERH|2079	2632.6858
TCGA-A6-5659-01A-01R-1653-07	ERI1|90459	205.2992
TCGA-A6-5659-01A-01R-1653-07	ERI2|112479	505.445
TCGA-A6-5659-01A-01R-1653-07	ERI3|79033	1035.8667
TCGA-A6-5659-01A-01R-1653-07	ERICH1|157697	455.7473
TCGA-A6-5659-01A-01R-1653-07	ERLEC1|27248	1442.6317
TCGA-A6-5659-01A-01R-1653-07	ERLIN1|10613	1771.8772
TCGA-A6-5659-01A-01R-1653-07	ERLIN2|11160	870.1791
TCGA-A6-5659-01A-01R-1653-07	ERMAP|114625	276.4299
TCGA-A6-5659-01A-01R-1653-07	ERMN|57471	1.7037
TCGA-A6-5659-01A-01R-1653-07	ERMP1|79956	1705.5596
TCGA-A6-5659-01A-01R-1653-07	ERN1|2081	166.1135
TCGA-A6-5659-01A-01R-1653-07	ERN2|10595	265.7816
TCGA-A6-5659-01A-01R-1653-07	ERO1LB|56605	48.1303
TCGA-A6-5659-01A-01R-1653-07	ERO1L|30001	2225.4948
TCGA-A6-5659-01A-01R-1653-07	ERP27|121506	34.0746
TCGA-A6-5659-01A-01R-1653-07	ERP29|10961	3200.0273
TCGA-A6-5659-01A-01R-1653-07	ERP44|23071	2104.1042
TCGA-A6-5659-01A-01R-1653-07	ERRFI1|54206	1937.5648
TCGA-A6-5659-01A-01R-1653-07	ERVFRDE1|405754	.8519
TCGA-A6-5659-01A-01R-1653-07	ESAM|90952	261.9482
TCGA-A6-5659-01A-01R-1653-07	ESCO1|114799	382.9129
TCGA-A6-5659-01A-01R-1653-07	ESCO2|157570	140.5576
TCGA-A6-5659-01A-01R-1653-07	ESD|2098	2872.9115
TCGA-A6-5659-01A-01R-1653-07	ESF1|51575	1305.9076
TCGA-A6-5659-01A-01R-1653-07	ESM1|11082	230.8552
TCGA-A6-5659-01A-01R-1653-07	ESPL1|9700	302.4117
TCGA-A6-5659-01A-01R-1653-07	ESPNL|339768	26.8337
TCGA-A6-5659-01A-01R-1653-07	ESPNP|284729	.8519
TCGA-A6-5659-01A-01R-1653-07	ESPN|83715	358.2088
TCGA-A6-5659-01A-01R-1653-07	ESR1|2099	4.6853
TCGA-A6-5659-01A-01R-1653-07	ESR2|2100	3.8334
TCGA-A6-5659-01A-01R-1653-07	ESRP1|54845	2418.0161
TCGA-A6-5659-01A-01R-1653-07	ESRP2|80004	1840.4523
TCGA-A6-5659-01A-01R-1653-07	ESRRA|2101	1467.3358
TCGA-A6-5659-01A-01R-1653-07	ESRRB|2103	.8519
TCGA-A6-5659-01A-01R-1653-07	ESRRG|2104	37.0561
TCGA-A6-5659-01A-01R-1653-07	ESX1|80712	.4259
TCGA-A6-5659-01A-01R-1653-07	ESYT1|23344	2378.8303
TCGA-A6-5659-01A-01R-1653-07	ESYT2|57488	4119.1886
TCGA-A6-5659-01A-01R-1653-07	ESYT3|83850	1.7037
TCGA-A6-5659-01A-01R-1653-07	ETAA1|54465	336.0604
TCGA-A6-5659-01A-01R-1653-07	ETF1|2107	2282.9956
TCGA-A6-5659-01A-01R-1653-07	ETFA|2108	2450.3869
TCGA-A6-5659-01A-01R-1653-07	ETFB|2109	2032.5476
TCGA-A6-5659-01A-01R-1653-07	ETFDH|2110	337.6789
TCGA-A6-5659-01A-01R-1653-07	ETHE1|23474	1908.6014
TCGA-A6-5659-01A-01R-1653-07	ETNK1|55500	1535.059
TCGA-A6-5659-01A-01R-1653-07	ETNK2|55224	87.3161
TCGA-A6-5659-01A-01R-1653-07	ETS1|2113	694.2692
TCGA-A6-5659-01A-01R-1653-07	ETS2|2114	14703.1733
TCGA-A6-5659-01A-01R-1653-07	ETV1|2115	128.2055
TCGA-A6-5659-01A-01R-1653-07	ETV2|2116	12.778
TCGA-A6-5659-01A-01R-1653-07	ETV3L|440695	3.4075
TCGA-A6-5659-01A-01R-1653-07	ETV3|2117	131.1871
TCGA-A6-5659-01A-01R-1653-07	ETV4|2118	3665.9969
TCGA-A6-5659-01A-01R-1653-07	ETV5|2119	256.837
TCGA-A6-5659-01A-01R-1653-07	ETV6|2120	993.6994
TCGA-A6-5659-01A-01R-1653-07	ETV7|51513	103.5015
TCGA-A6-5659-01A-01R-1653-07	EVC2|132884	19.1669
TCGA-A6-5659-01A-01R-1653-07	EVC|2121	117.9832
TCGA-A6-5659-01A-01R-1653-07	EVI2A|2123	50.26
TCGA-A6-5659-01A-01R-1653-07	EVI2B|2124	81.7789
TCGA-A6-5659-01A-01R-1653-07	EVI5L|115704	257.2629
TCGA-A6-5659-01A-01R-1653-07	EVI5|7813	431.8951
TCGA-A6-5659-01A-01R-1653-07	EVL|51466	156.3171
TCGA-A6-5659-01A-01R-1653-07	EVPLL|645027	0
TCGA-A6-5659-01A-01R-1653-07	EVPL|2125	1087.4044
TCGA-A6-5659-01A-01R-1653-07	EVX1|2128	4.2593
TCGA-A6-5659-01A-01R-1653-07	EVX2|344191	0
TCGA-A6-5659-01A-01R-1653-07	EWSR1|2130	5274.3162
TCGA-A6-5659-01A-01R-1653-07	EXD1|161829	0
TCGA-A6-5659-01A-01R-1653-07	EXD2|55218	641.0277
TCGA-A6-5659-01A-01R-1653-07	EXD3|54932	170.3728
TCGA-A6-5659-01A-01R-1653-07	EXO1|9156	310.0785
TCGA-A6-5659-01A-01R-1653-07	EXOC1|55763	1278.222
TCGA-A6-5659-01A-01R-1653-07	EXOC2|55770	928.9577
TCGA-A6-5659-01A-01R-1653-07	EXOC3L2|90332	41.3154
TCGA-A6-5659-01A-01R-1653-07	EXOC3L|283849	21.2966
TCGA-A6-5659-01A-01R-1653-07	EXOC3|11336	778.6037
TCGA-A6-5659-01A-01R-1653-07	EXOC4|60412	2151.8086
TCGA-A6-5659-01A-01R-1653-07	EXOC5|10640	1256.4995
TCGA-A6-5659-01A-01R-1653-07	EXOC6B|23233	142.2613
TCGA-A6-5659-01A-01R-1653-07	EXOC6|54536	532.841
TCGA-A6-5659-01A-01R-1653-07	EXOC7|23265	1821.2853
TCGA-A6-5659-01A-01R-1653-07	EXOC8|149371	291.7634
TCGA-A6-5659-01A-01R-1653-07	EXOG|9941	153.3355
TCGA-A6-5659-01A-01R-1653-07	EXOSC10|5394	1212.6285
TCGA-A6-5659-01A-01R-1653-07	EXOSC1|51013	346.7087
TCGA-A6-5659-01A-01R-1653-07	EXOSC2|23404	499.6183
TCGA-A6-5659-01A-01R-1653-07	EXOSC3|51010	556.2672
TCGA-A6-5659-01A-01R-1653-07	EXOSC4|54512	359.9126
TCGA-A6-5659-01A-01R-1653-07	EXOSC5|56915	972.8287
TCGA-A6-5659-01A-01R-1653-07	EXOSC6|118460	390.1537
TCGA-A6-5659-01A-01R-1653-07	EXOSC7|23016	767.5295
TCGA-A6-5659-01A-01R-1653-07	EXOSC8|11340	531.2224
TCGA-A6-5659-01A-01R-1653-07	EXOSC9|5393	516.2339
TCGA-A6-5659-01A-01R-1653-07	EXPH5|23086	341.1715
TCGA-A6-5659-01A-01R-1653-07	EXT1|2131	880.4015
TCGA-A6-5659-01A-01R-1653-07	EXT2|2132	2872.0596
TCGA-A6-5659-01A-01R-1653-07	EXTL1|2134	1.2778
TCGA-A6-5659-01A-01R-1653-07	EXTL2|2135	322.8565
TCGA-A6-5659-01A-01R-1653-07	EXTL3|2137	639.7499
TCGA-A6-5659-01A-01R-1653-07	EYA1|2138	.4259
TCGA-A6-5659-01A-01R-1653-07	EYA2|2139	17.4632
TCGA-A6-5659-01A-01R-1653-07	EYA3|2140	168.6691
TCGA-A6-5659-01A-01R-1653-07	EYA4|2070	0
TCGA-A6-5659-01A-01R-1653-07	EYS|346007	7.2408
TCGA-A6-5659-01A-01R-1653-07	EZH1|2145	420.3949
TCGA-A6-5659-01A-01R-1653-07	EZH2|2146	860.8086
TCGA-A6-5659-01A-01R-1653-07	EZR|7430	9986.8281
TCGA-A6-5659-01A-01R-1653-07	F10|2159	90.7235
TCGA-A6-5659-01A-01R-1653-07	F11R|50848	4312.5617
TCGA-A6-5659-01A-01R-1653-07	F11|2160	0
TCGA-A6-5659-01A-01R-1653-07	F12|2161	169.095
TCGA-A6-5659-01A-01R-1653-07	F13A1|2162	193.7991
TCGA-A6-5659-01A-01R-1653-07	F13B|2165	0
TCGA-A6-5659-01A-01R-1653-07	F2RL1|2150	1746.3213
TCGA-A6-5659-01A-01R-1653-07	F2RL2|2151	166.5394
TCGA-A6-5659-01A-01R-1653-07	F2RL3|9002	63.0379
TCGA-A6-5659-01A-01R-1653-07	F2R|2149	980.4955
TCGA-A6-5659-01A-01R-1653-07	F2|2147	6.389
TCGA-A6-5659-01A-01R-1653-07	F3|2152	462.1362
TCGA-A6-5659-01A-01R-1653-07	F5|2153	208.7067
TCGA-A6-5659-01A-01R-1653-07	F7|2155	14.9076
TCGA-A6-5659-01A-01R-1653-07	F8A1|8263	202.3177
TCGA-A6-5659-01A-01R-1653-07	F8|2157	276.0039
TCGA-A6-5659-01A-01R-1653-07	F9|2158	0
TCGA-A6-5659-01A-01R-1653-07	FA2H|79152	514.0999
TCGA-A6-5659-01A-01R-1653-07	FAAH2|158584	487.2662
TCGA-A6-5659-01A-01R-1653-07	FAAH|2166	996.255
TCGA-A6-5659-01A-01R-1653-07	FABP12|646486	0
TCGA-A6-5659-01A-01R-1653-07	FABP1|2168	2129.6601
TCGA-A6-5659-01A-01R-1653-07	FABP2|2169	24.7041
TCGA-A6-5659-01A-01R-1653-07	FABP3|2170	67.2973
TCGA-A6-5659-01A-01R-1653-07	FABP4|2167	38.3339
TCGA-A6-5659-01A-01R-1653-07	FABP5L3|220832	4.2593
TCGA-A6-5659-01A-01R-1653-07	FABP5|2171	312.2082
TCGA-A6-5659-01A-01R-1653-07	FABP6|2172	209.9845
TCGA-A6-5659-01A-01R-1653-07	FABP7|2173	0
TCGA-A6-5659-01A-01R-1653-07	FABP9|646480	0
TCGA-A6-5659-01A-01R-1653-07	FADD|8772	630.3794
TCGA-A6-5659-01A-01R-1653-07	FADS1|3992	502.5998
TCGA-A6-5659-01A-01R-1653-07	FADS2|9415	341.5975
TCGA-A6-5659-01A-01R-1653-07	FADS3|3995	221.9106
TCGA-A6-5659-01A-01R-1653-07	FADS6|283985	0
TCGA-A6-5659-01A-01R-1653-07	FAF1|11124	1060.1448
TCGA-A6-5659-01A-01R-1653-07	FAF2|23197	1357.0194
TCGA-A6-5659-01A-01R-1653-07	FAHD1|81889	1203.258
TCGA-A6-5659-01A-01R-1653-07	FAHD2A|51011	390.5797
TCGA-A6-5659-01A-01R-1653-07	FAHD2B|151313	90.7235
TCGA-A6-5659-01A-01R-1653-07	FAH|2184	559.2487
TCGA-A6-5659-01A-01R-1653-07	FAIM2|23017	201.8918
TCGA-A6-5659-01A-01R-1653-07	FAIM3|9214	40.7191
TCGA-A6-5659-01A-01R-1653-07	FAIM|55179	302.4117
TCGA-A6-5659-01A-01R-1653-07	FAM100A|124402	445.9508
TCGA-A6-5659-01A-01R-1653-07	FAM100B|283991	1108.2751
TCGA-A6-5659-01A-01R-1653-07	FAM101A|144347	560.1006
