barcode	isoform_id	normalized_count
TCGA-A6-5659-01A-01R-1653-07	uc001yco.2	4059.4406
TCGA-A6-5659-01A-01R-1653-07	uc001ycq.2	455.9824
TCGA-A6-5659-01A-01R-1653-07	uc001ycr.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ycs.1	.479
TCGA-A6-5659-01A-01R-1653-07	uc001yct.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ycu.3	34.4861
TCGA-A6-5659-01A-01R-1653-07	uc001ycv.2	40.7127
TCGA-A6-5659-01A-01R-1653-07	uc001ycw.3	18.0333
TCGA-A6-5659-01A-01R-1653-07	uc001ycx.3	124.0061
TCGA-A6-5659-01A-01R-1653-07	uc001ycy.3	18.7374
TCGA-A6-5659-01A-01R-1653-07	uc001ycz.3	222.6411
TCGA-A6-5659-01A-01R-1653-07	uc001yda.1	332.0816
TCGA-A6-5659-01A-01R-1653-07	uc001ydb.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydc.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydd.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yde.2	.479
TCGA-A6-5659-01A-01R-1653-07	uc001ydf.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydg.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydh.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydi.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydj.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydk.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydl.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydm.2	13.5549
TCGA-A6-5659-01A-01R-1653-07	uc001ydn.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydo.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydp.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydq.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydr.2	.9867
TCGA-A6-5659-01A-01R-1653-07	uc001yds.2	66.5485
TCGA-A6-5659-01A-01R-1653-07	uc001ydt.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydu.2	.9579
TCGA-A6-5659-01A-01R-1653-07	uc001ydv.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydw.2	438.6196
TCGA-A6-5659-01A-01R-1653-07	uc001ydx.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ydy.1	10.5949
TCGA-A6-5659-01A-01R-1653-07	uc001ydz.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yea.1	1.6956
TCGA-A6-5659-01A-01R-1653-07	uc001yeb.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yec.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yed.1	18.68
TCGA-A6-5659-01A-01R-1653-07	uc001yee.1	4.3778
TCGA-A6-5659-01A-01R-1653-07	uc001yef.2	1196.9537
TCGA-A6-5659-01A-01R-1653-07	uc001yeh.3	29.6963
TCGA-A6-5659-01A-01R-1653-07	uc001yei.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001yej.1	6.2506
TCGA-A6-5659-01A-01R-1653-07	uc001yek.2	40.3726
TCGA-A6-5659-01A-01R-1653-07	uc001yel.2	20.4569
TCGA-A6-5659-01A-01R-1653-07	uc001yem.1	935.9134
TCGA-A6-5659-01A-01R-1653-07	uc001yen.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yeo.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yep.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yeq.2	1.4369
TCGA-A6-5659-01A-01R-1653-07	uc001yes.2	1.9159
TCGA-A6-5659-01A-01R-1653-07	uc001yet.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yeu.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yev.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yew.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yex.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yez.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yfa.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yfb.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001yfc.3	.9579
TCGA-A6-5659-01A-01R-1653-07	uc001yfd.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yfe.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yff.3	96.2736
TCGA-A6-5659-01A-01R-1653-07	uc001yfg.2	.0048
TCGA-A6-5659-01A-01R-1653-07	uc001yfh.2	8.6215
TCGA-A6-5659-01A-01R-1653-07	uc001yfi.2	732.3498
TCGA-A6-5659-01A-01R-1653-07	uc001yfj.3	1043.2034
TCGA-A6-5659-01A-01R-1653-07	uc001yfk.2	33.5281
TCGA-A6-5659-01A-01R-1653-07	uc001yfl.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yfm.1	14.1249
TCGA-A6-5659-01A-01R-1653-07	uc001yfn.2	33.7724
TCGA-A6-5659-01A-01R-1653-07	uc001yfo.2	72.1812
TCGA-A6-5659-01A-01R-1653-07	uc001yfp.2	324.6527
TCGA-A6-5659-01A-01R-1653-07	uc001yfq.2	3787.5323
TCGA-A6-5659-01A-01R-1653-07	uc001yfr.2	471.7358
TCGA-A6-5659-01A-01R-1653-07	uc001yfs.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yft.2	492.3843
TCGA-A6-5659-01A-01R-1653-07	uc001yfu.2	.9579
TCGA-A6-5659-01A-01R-1653-07	uc001yfv.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yfw.2	2.8738
TCGA-A6-5659-01A-01R-1653-07	uc001yfx.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yfy.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yfz.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yga.2	12.8987
TCGA-A6-5659-01A-01R-1653-07	uc001ygb.2	307.0553
TCGA-A6-5659-01A-01R-1653-07	uc001ygc.2	1493.5147
TCGA-A6-5659-01A-01R-1653-07	uc001ygd.2	23.7235
TCGA-A6-5659-01A-01R-1653-07	uc001ygf.2	4.9382
TCGA-A6-5659-01A-01R-1653-07	uc001ygg.3	89.9368
TCGA-A6-5659-01A-01R-1653-07	uc001ygi.3	1476.31
TCGA-A6-5659-01A-01R-1653-07	uc001ygl.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ygn.1	1.4369
TCGA-A6-5659-01A-01R-1653-07	uc001ygo.2	.479
TCGA-A6-5659-01A-01R-1653-07	uc001ygp.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ygq.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ygr.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ygs.2	145.6078
TCGA-A6-5659-01A-01R-1653-07	uc001ygt.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ygu.2	156.4422
TCGA-A6-5659-01A-01R-1653-07	uc001ygv.2	16.3138
TCGA-A6-5659-01A-01R-1653-07	uc001ygw.1	3.0271
TCGA-A6-5659-01A-01R-1653-07	uc001ygx.2	353.9611
TCGA-A6-5659-01A-01R-1653-07	uc001ygy.1	1671.6161
TCGA-A6-5659-01A-01R-1653-07	uc001ygz.1	819.044
TCGA-A6-5659-01A-01R-1653-07	uc001yha.2	92.1688
TCGA-A6-5659-01A-01R-1653-07	uc001yhc.2	1.4369
TCGA-A6-5659-01A-01R-1653-07	uc001yhd.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yhe.1	493.9841
TCGA-A6-5659-01A-01R-1653-07	uc001yhf.1	40.4924
TCGA-A6-5659-01A-01R-1653-07	uc001yhg.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yhh.1	356.2745
TCGA-A6-5659-01A-01R-1653-07	uc001yhi.1	50.7185
TCGA-A6-5659-01A-01R-1653-07	uc001yhj.1	11.5097
TCGA-A6-5659-01A-01R-1653-07	uc001yhk.1	253.5683
TCGA-A6-5659-01A-01R-1653-07	uc001yhl.1	1212.3479
TCGA-A6-5659-01A-01R-1653-07	uc001yhm.2	125.855
TCGA-A6-5659-01A-01R-1653-07	uc001yhn.2	21.7981
TCGA-A6-5659-01A-01R-1653-07	uc001yho.2	46.2065
TCGA-A6-5659-01A-01R-1653-07	uc001yhp.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yhq.2	18.201
TCGA-A6-5659-01A-01R-1653-07	uc001yhr.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yhs.3	.9579
TCGA-A6-5659-01A-01R-1653-07	uc001yhu.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001yhv.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yhw.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yhx.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yhy.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yhz.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yia.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yib.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yic.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yid.1	4.7897
TCGA-A6-5659-01A-01R-1653-07	uc001yie.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yif.1	1.4369
TCGA-A6-5659-01A-01R-1653-07	uc001yig.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001yii.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yij.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yil.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yim.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yin.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yio.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yiq.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yir.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yis.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yit.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yiu.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yiv.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yiw.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yix.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yiy.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yiz.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yja.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjb.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjc.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjd.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yje.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjf.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjg.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjh.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yji.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjj.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjk.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjl.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjm.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjn.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjo.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjp.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjq.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjr.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjs.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjt.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yju.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjv.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjx.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjy.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yjz.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ykb.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ykc.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ykd.1	1.4369
TCGA-A6-5659-01A-01R-1653-07	uc001yke.2	10.8104
TCGA-A6-5659-01A-01R-1653-07	uc001ykf.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ykg.2	8.3485
TCGA-A6-5659-01A-01R-1653-07	uc001ykh.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001ykj.3	51.959
TCGA-A6-5659-01A-01R-1653-07	uc001ykk.2	1734.9267
TCGA-A6-5659-01A-01R-1653-07	uc001ykl.1	4.7897
TCGA-A6-5659-01A-01R-1653-07	uc001ykn.2	986.56
TCGA-A6-5659-01A-01R-1653-07	uc001yko.2	367.9328
TCGA-A6-5659-01A-01R-1653-07	uc001ykp.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ykq.2	46.2209
TCGA-A6-5659-01A-01R-1653-07	uc001ykr.1	2.8738
TCGA-A6-5659-01A-01R-1653-07	uc001yks.2	9439.2614
TCGA-A6-5659-01A-01R-1653-07	uc001ykt.1	3.2139
TCGA-A6-5659-01A-01R-1653-07	uc001yku.3	35626.0849
TCGA-A6-5659-01A-01R-1653-07	uc001ykv.3	177.5841
TCGA-A6-5659-01A-01R-1653-07	uc001ykw.1	390.2194
TCGA-A6-5659-01A-01R-1653-07	uc001ykx.1	22.7081
TCGA-A6-5659-01A-01R-1653-07	uc001yky.1	13.6843
TCGA-A6-5659-01A-01R-1653-07	uc001ykz.2	321.0796
TCGA-A6-5659-01A-01R-1653-07	uc001yla.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ylb.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ylc.2	23.5128
TCGA-A6-5659-01A-01R-1653-07	uc001yld.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yle.2	140.3343
TCGA-A6-5659-01A-01R-1653-07	uc001ylf.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ylh.2	12.9945
TCGA-A6-5659-01A-01R-1653-07	uc001yli.2	12.6209
TCGA-A6-5659-01A-01R-1653-07	uc001ylj.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ylk.2	23.4936
TCGA-A6-5659-01A-01R-1653-07	uc001yll.2	39.6302
TCGA-A6-5659-01A-01R-1653-07	uc001ylm.2	78.7959
TCGA-A6-5659-01A-01R-1653-07	uc001yln.2	1.9303
TCGA-A6-5659-01A-01R-1653-07	uc001ylo.2	108.133
TCGA-A6-5659-01A-01R-1653-07	uc001ylp.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ylq.1	12.9897
TCGA-A6-5659-01A-01R-1653-07	uc001ylr.2	9.8142
TCGA-A6-5659-01A-01R-1653-07	uc001yls.2	28.0439
TCGA-A6-5659-01A-01R-1653-07	uc001ylt.2	5.5465
TCGA-A6-5659-01A-01R-1653-07	uc001ylu.1	50.1054
TCGA-A6-5659-01A-01R-1653-07	uc001ylv.1	446.1107
TCGA-A6-5659-01A-01R-1653-07	uc001ylw.1	487.9874
TCGA-A6-5659-01A-01R-1653-07	uc001ylx.1	3.463
TCGA-A6-5659-01A-01R-1653-07	uc001yly.1	97.6003
TCGA-A6-5659-01A-01R-1653-07	uc001ylz.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yma.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ymb.2	983.3317
TCGA-A6-5659-01A-01R-1653-07	uc001ymc.1	128.8677
TCGA-A6-5659-01A-01R-1653-07	uc001ymd.1	170.3947
TCGA-A6-5659-01A-01R-1653-07	uc001yme.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ymf.1	4.8041
TCGA-A6-5659-01A-01R-1653-07	uc001ymg.3	101.4992
TCGA-A6-5659-01A-01R-1653-07	uc001ymh.3	46.0245
TCGA-A6-5659-01A-01R-1653-07	uc001ymi.1	2829.0785
TCGA-A6-5659-01A-01R-1653-07	uc001ymj.1	108.4635
TCGA-A6-5659-01A-01R-1653-07	uc001ymk.2	13.8902
TCGA-A6-5659-01A-01R-1653-07	uc001yml.1	1.3555
TCGA-A6-5659-01A-01R-1653-07	uc001ymm.1	86.6845
TCGA-A6-5659-01A-01R-1653-07	uc001ymn.2	1.4369
TCGA-A6-5659-01A-01R-1653-07	uc001ymo.1	.479
TCGA-A6-5659-01A-01R-1653-07	uc001ymp.1	4.3108
TCGA-A6-5659-01A-01R-1653-07	uc001ymq.2	167.3724
TCGA-A6-5659-01A-01R-1653-07	uc001ymr.2	152.2033
TCGA-A6-5659-01A-01R-1653-07	uc001yms.2	5203.1133
TCGA-A6-5659-01A-01R-1653-07	uc001ymt.2	17.449
TCGA-A6-5659-01A-01R-1653-07	uc001ymu.2	85.8799
TCGA-A6-5659-01A-01R-1653-07	uc001ymv.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ymw.3	823.8385
TCGA-A6-5659-01A-01R-1653-07	uc001ymx.3	5.5561
TCGA-A6-5659-01A-01R-1653-07	uc001ymy.3	5.6136
TCGA-A6-5659-01A-01R-1653-07	uc001ymz.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001yna.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001ynd.2	7.1846
TCGA-A6-5659-01A-01R-1653-07	uc001yne.1	512.4437
TCGA-A6-5659-01A-01R-1653-07	uc001ynf.1	4712.1947
TCGA-A6-5659-01A-01R-1653-07	uc001yng.2	840.5978
TCGA-A6-5659-01A-01R-1653-07	uc001ynh.1	29.6484
TCGA-A6-5659-01A-01R-1653-07	uc001yni.1	179.0449
TCGA-A6-5659-01A-01R-1653-07	uc001ynj.1	1515.1308
TCGA-A6-5659-01A-01R-1653-07	uc001ynl.3	115.2122
TCGA-A6-5659-01A-01R-1653-07	uc001ynm.1	22.5165
TCGA-A6-5659-01A-01R-1653-07	uc001ynn.1	18.747
TCGA-A6-5659-01A-01R-1653-07	uc001yno.2	122.2962
TCGA-A6-5659-01A-01R-1653-07	uc001ynp.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ynq.1	54.852
TCGA-A6-5659-01A-01R-1653-07	uc001ynr.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yns.2	34.6202
TCGA-A6-5659-01A-01R-1653-07	uc001ynu.1	18.201
TCGA-A6-5659-01A-01R-1653-07	uc001ynv.1	11.4954
TCGA-A6-5659-01A-01R-1653-07	uc001ynw.1	15.8301
TCGA-A6-5659-01A-01R-1653-07	uc001ynx.3	218.4836
TCGA-A6-5659-01A-01R-1653-07	uc001yny.3	190.2625
TCGA-A6-5659-01A-01R-1653-07	uc001ynz.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001yoa.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001yob.1	7.9653
TCGA-A6-5659-01A-01R-1653-07	uc001yoc.2	616.6156
TCGA-A6-5659-01A-01R-1653-07	uc001yod.2	14.0722
TCGA-A6-5659-01A-01R-1653-07	uc001yoe.2	15.9306
TCGA-A6-5659-01A-01R-1653-07	uc001yof.1	463.2723
TCGA-A6-5659-01A-01R-1653-07	uc001yog.1	19.954
TCGA-A6-5659-01A-01R-1653-07	uc001yoh.1	.9579
TCGA-A6-5659-01A-01R-1653-07	uc001yoi.3	1212.3048
TCGA-A6-5659-01A-01R-1653-07	uc001yoj.3	15.0493
TCGA-A6-5659-01A-01R-1653-07	uc001yok.2	17.3436
TCGA-A6-5659-01A-01R-1653-07	uc001yom.3	1.5567
TCGA-A6-5659-01A-01R-1653-07	uc001yon.3	.3592
TCGA-A6-5659-01A-01R-1653-07	uc001yoo.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yop.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yoq.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yor.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yos.3	28.7384
TCGA-A6-5659-01A-01R-1653-07	uc001you.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yov.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yow.1	.9579
TCGA-A6-5659-01A-01R-1653-07	uc001yox.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yoy.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001ypa.2	136.8091
TCGA-A6-5659-01A-01R-1653-07	uc001ypb.2	1751.7147
TCGA-A6-5659-01A-01R-1653-07	uc001ypc.2	150.9388
TCGA-A6-5659-01A-01R-1653-07	uc001ypd.2	19.6379
TCGA-A6-5659-01A-01R-1653-07	uc001ype.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ypf.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ypg.1	38.792
TCGA-A6-5659-01A-01R-1653-07	uc001yph.2	1121.6256
TCGA-A6-5659-01A-01R-1653-07	uc001ypi.2	34.5962
TCGA-A6-5659-01A-01R-1653-07	uc001ypj.2	54.4066
TCGA-A6-5659-01A-01R-1653-07	uc001ypk.2	178.9396
TCGA-A6-5659-01A-01R-1653-07	uc001ypl.2	8.5066
TCGA-A6-5659-01A-01R-1653-07	uc001ypm.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ypn.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ypp.2	301.753
TCGA-A6-5659-01A-01R-1653-07	uc001ypq.3	32.0912
TCGA-A6-5659-01A-01R-1653-07	uc001ypr.2	13.9094
TCGA-A6-5659-01A-01R-1653-07	uc001yps.2	747.9021
TCGA-A6-5659-01A-01R-1653-07	uc001ypt.2	578.1924
TCGA-A6-5659-01A-01R-1653-07	uc001ypu.1	19.3697
TCGA-A6-5659-01A-01R-1653-07	uc001ypx.2	462.688
TCGA-A6-5659-01A-01R-1653-07	uc001ypy.1	116.3138
TCGA-A6-5659-01A-01R-1653-07	uc001ypz.1	53.2426
TCGA-A6-5659-01A-01R-1653-07	uc001yqa.2	8.9664
TCGA-A6-5659-01A-01R-1653-07	uc001yqb.2	752.6008
TCGA-A6-5659-01A-01R-1653-07	uc001yqc.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yqd.2	17.1856
TCGA-A6-5659-01A-01R-1653-07	uc001yqe.2	30.9129
TCGA-A6-5659-01A-01R-1653-07	uc001yqf.2	190.9091
TCGA-A6-5659-01A-01R-1653-07	uc001yqg.2	187.9538
TCGA-A6-5659-01A-01R-1653-07	uc001yqh.2	209.2873
TCGA-A6-5659-01A-01R-1653-07	uc001yqi.2	64.7907
TCGA-A6-5659-01A-01R-1653-07	uc001yqk.2	72.483
TCGA-A6-5659-01A-01R-1653-07	uc001yql.2	77.3398
TCGA-A6-5659-01A-01R-1653-07	uc001yqn.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yqo.2	156.0063
TCGA-A6-5659-01A-01R-1653-07	uc001yqp.2	76.1855
TCGA-A6-5659-01A-01R-1653-07	uc001yqr.2	11.8306
TCGA-A6-5659-01A-01R-1653-07	uc001yqs.2	236.8139
TCGA-A6-5659-01A-01R-1653-07	uc001yqt.2	926.2669
TCGA-A6-5659-01A-01R-1653-07	uc001yqu.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yqv.2	34.8309
TCGA-A6-5659-01A-01R-1653-07	uc001yqw.2	4.7897
TCGA-A6-5659-01A-01R-1653-07	uc001yqx.2	377.0045
TCGA-A6-5659-01A-01R-1653-07	uc001yqy.2	52.3565
TCGA-A6-5659-01A-01R-1653-07	uc001yqz.1	1.1974
TCGA-A6-5659-01A-01R-1653-07	uc001yra.1	135.9374
TCGA-A6-5659-01A-01R-1653-07	uc001yrb.2	473.8337
TCGA-A6-5659-01A-01R-1653-07	uc001yrc.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yrd.1	308.6598
TCGA-A6-5659-01A-01R-1653-07	uc001yre.1	1.5998
TCGA-A6-5659-01A-01R-1653-07	uc001yrf.1	1.7914
TCGA-A6-5659-01A-01R-1653-07	uc001yrg.2	17.904
TCGA-A6-5659-01A-01R-1653-07	uc001yrh.1	77.6463
TCGA-A6-5659-01A-01R-1653-07	uc001yri.3	235.6548
TCGA-A6-5659-01A-01R-1653-07	uc001yrj.2	6.8493
TCGA-A6-5659-01A-01R-1653-07	uc001yrk.2	26.2142
TCGA-A6-5659-01A-01R-1653-07	uc001yrm.2	9.9339
TCGA-A6-5659-01A-01R-1653-07	uc001yrn.2	151.2501
TCGA-A6-5659-01A-01R-1653-07	uc001yro.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yrp.1	6.7056
TCGA-A6-5659-01A-01R-1653-07	uc001yrr.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yrs.2	416.3617
TCGA-A6-5659-01A-01R-1653-07	uc001yrt.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yru.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yrv.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yrw.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yrx.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yry.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yrz.1	4244.5158
TCGA-A6-5659-01A-01R-1653-07	uc001ysb.1	708.8802
TCGA-A6-5659-01A-01R-1653-07	uc001ysc.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ysd.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yse.2	16318.9386
TCGA-A6-5659-01A-01R-1653-07	uc001ysf.2	43.1938
TCGA-A6-5659-01A-01R-1653-07	uc001ysg.1	.7328
TCGA-A6-5659-01A-01R-1653-07	uc001ysh.1	32.4504
TCGA-A6-5659-01A-01R-1653-07	uc001ysi.1	206.6769
TCGA-A6-5659-01A-01R-1653-07	uc001ysj.2	8.6982
TCGA-A6-5659-01A-01R-1653-07	uc001ysk.1	.6035
TCGA-A6-5659-01A-01R-1653-07	uc001ysl.1	2.1314
TCGA-A6-5659-01A-01R-1653-07	uc001ysm.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ysn.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001yso.1	11.4475
TCGA-A6-5659-01A-01R-1653-07	uc001ysq.2	.2203
TCGA-A6-5659-01A-01R-1653-07	uc001ysr.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yss.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yst.2	6.9643
TCGA-A6-5659-01A-01R-1653-07	uc001ysu.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ysv.2	.479
TCGA-A6-5659-01A-01R-1653-07	uc001ysw.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ysx.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ysy.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ysz.2	45.1624
TCGA-A6-5659-01A-01R-1653-07	uc001yta.1	.9579
TCGA-A6-5659-01A-01R-1653-07	uc001ytb.1	23.5559
TCGA-A6-5659-01A-01R-1653-07	uc001yte.1	13.4112
TCGA-A6-5659-01A-01R-1653-07	uc001ytf.1	.479
TCGA-A6-5659-01A-01R-1653-07	uc001ytg.2	131.4781
TCGA-A6-5659-01A-01R-1653-07	uc001yth.3	1.9638
TCGA-A6-5659-01A-01R-1653-07	uc001ytj.2	37.3599
TCGA-A6-5659-01A-01R-1653-07	uc001ytk.2	24.9066
TCGA-A6-5659-01A-01R-1653-07	uc001ytn.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ytp.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ytq.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001yts.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ytt.2	0
